"X","Y","pop","id"
9.105567,41.97728,"PUN","PUN_20"
9.105396,41.97592,"PUN","PUN_22"
9.104577,41.9753,"PUN","PUN_23"
9.103146,41.97476,"PUN","PUN_24"
7.5704994014,46.2804063054,"SIR","SIR_05"
7.5714218231,46.2809269799,"SIR","SIR_04"
7.5727986709,46.2815730512,"SIR","SIR_03"
7.5734091943,46.2818691859,"SIR","SIR_02"
7.5738122886,46.2822285332,"SIR","SIR_01"
7.5704204312,46.2799386242,"SIR","SIR_06"
7.5656412302,46.27787506,"SIR","SIR_11"
7.56665423,46.2783327029,"SIR","SIR_10"
7.5688875186,46.2791037945,"SIR","SIR_08"
7.5697449042,46.2795705833,"SIR","SIR_07"
7.335297,44.08934,"SMV","SMV_01"
7.334625,44.08934,"SMV","SMV_02"
7.333426,44.08897,"SMV","SMV_03"
7.332307,44.08907,"SMV","SMV_04"
7.330392,44.08891,"SMV","SMV_05"
7.329288,44.08905,"SMV","SMV_06"
7.327992,44.089,"SMV","SMV_07"
7.340579,44.08919,"SMV","SMV_08"
7.343908,44.08941,"SMV","SMV_09"
7.341474,44.08884,"SMV","SMV_10"
7.339951,44.08837,"SMV","SMV_12"
7.338876,44.08833,"SMV","SMV_13"
7.336573,44.08796,"SMV","SMV_14"
7.334462,44.08784,"SMV","SMV_15"
7.332229,44.08753,"SMV","SMV_16"
7.330999,44.08715,"SMV","SMV_17"
7.329627,44.08698,"SMV","SMV_18"
7.326555,44.08695,"SMV","SMV_19"
7.325976,44.08678,"SMV","SMV_20"
7.324629,44.08669,"SMV","SMV_21"
6.911895,44.25787,"SET","SET_01"
6.911446,44.2575,"SET","SET_02"
6.911916,44.25711,"SET","SET_03"
6.91156,44.25658,"SET","SET_04"
6.911233,44.25644,"SET","SET_05"
6.911255,44.25619,"SET","SET_07"
6.911272,44.25622,"SET","SET_06"
6.911263,44.25602,"SET","SET_08"
6.911723,44.2559,"SET","SET_09"
6.91213,44.25585,"SET","SET_10"
6.911075,44.25536,"SET","SET_11"
6.910836,44.25511,"SET","SET_12"
6.9107407067,44.2552483973,"SET","SET_19"
6.9102793668,44.2549717583,"SET","SET_13"
6.9101077054,44.2547489092,"SET","SET_14"
6.909936044,44.2545183748,"SET","SET_15"
6.910590503,44.2546336421,"SET","SET_16"
6.9111484025,44.2546720645,"SET","SET_17"
6.9116312001,44.2545567972,"SET","SET_18"
6.9110625718,44.2559860951,"SET","SET_20"
7.105249,44.30813,"STU","STU_01"
7.104848,44.30829,"STU","STU_02"
7.104415,44.30882,"STU","STU_03"
7.104155,44.30908,"STU","STU_04"
7.103775,44.30974,"STU","STU_05"
7.092144,44.31832,"STU","STU_06"
7.091965,44.31854,"STU","STU_07"
7.086698,44.32168,"STU","STU_08"
7.085835,44.32237,"STU","STU_09"
7.083457,44.32359,"STU","STU_11"
7.08247,44.32416,"STU","STU_12"
7.082075,44.32453,"STU","STU_13"
7.080652,44.32585,"STU","STU_14"
7.08023,44.32574,"STU","STU_16"
7.0922,44.31798,"STU","STU_17"
7.092199,44.31815,"STU","STU_18"
7.103507,44.30968,"STU","STU_19"
7.104089,44.30923,"STU","STU_20"
7.104873,44.3084,"STU","STU_21"
7.080304779,44.325925419,"STU","STU_15"
7.978257,47.74126,"TOD","TOD_01"
7.979346,47.74092,"TOD","TOD_02"
7.981755,47.74044,"TOD","TOD_03"
7.983001,47.73996,"TOD","TOD_04"
7.985877,47.73948,"TOD","TOD_05"
7.98734,47.73778,"TOD","TOD_06"
7.985411,47.73793,"TOD","TOD_07"
7.98392,47.7386,"TOD","TOD_08"
7.981337,47.73959,"TOD","TOD_09"
7.979995,47.74017,"TOD","TOD_10"
7.976763,47.74009,"TOD","TOD_11"
7.976809,47.73978,"TOD","TOD_12"
7.977231,47.73881,"TOD","TOD_13"
7.980346,47.73813,"TOD","TOD_15"
7.981668,47.73841,"TOD","TOD_16"
7.979455,47.73946,"TOD","TOD_18"
7.978786,47.73983,"TOD","TOD_19"
7.978738,47.73858,"TOD","TOD_14"
7.977105,47.74057,"TOD","TOD_20"
7.975354,47.74174,"TOD","TOD_21"
7.976005,47.74263,"TOD","TOD_22"
10.4825261579,46.936753994,"TSC","TSC_01"
10.4825390341,46.936285549,"TSC","TSC_02"
10.4827872206,46.9360268936,"TSC","TSC_03"
10.4832019205,46.935691793,"TSC","TSC_04"
10.4778943366,46.9380473212,"TSC","TSC_10"
10.4800896236,46.937358877,"TSC","TSC_08"
10.4802734576,46.9375880435,"TSC","TSC_07"
10.4804048544,46.9368914008,"TSC","TSC_09"
10.4809654095,46.9375066414,"TSC","TSC_06"
10.4819737163,46.9372097796,"TSC","TSC_05"
10.4776172259,46.9380276724,"TSC","TSC_11"
7.0054512108,46.6443269698,"VAZ","VAZ_06"
7.0059278322,46.6451563875,"VAZ","VAZ_07"
7.0064057672,46.6458238861,"VAZ","VAZ_08"
7.0097618256,46.6459355589,"VAZ","VAZ_10"
7.0101957226,46.6455773698,"VAZ","VAZ_11"
7.0079450291,46.6460816112,"VAZ","VAZ_09"
7.0011808509,46.6410091942,"VAZ","VAZ_01"
7.0016324963,46.6416856079,"VAZ","VAZ_02"
7.0026451129,46.6424451353,"VAZ","VAZ_03"
7.0033196977,46.6430144496,"VAZ","VAZ_04"
7.0041526984,46.6433774656,"VAZ","VAZ_05"
5.57051,44.48244,"VDR","VDR_01"
5.569219,44.48219,"VDR","VDR_02"
5.568772,44.4825,"VDR","VDR_03"
5.568962,44.48213,"VDR","VDR_04"
5.568043,44.48247,"VDR","VDR_05"
5.57052,44.48028,"VDR","VDR_06"
5.57094,44.4795,"VDR","VDR_07"
5.572266,44.47819,"VDR","VDR_08"
5.574042,44.47637,"VDR","VDR_09"
5.575149,44.47602,"VDR","VDR_10"
5.575647,44.47545,"VDR","VDR_11"
5.57669,44.47501,"VDR","VDR_13"
5.577149,44.47497,"VDR","VDR_14"
5.578042,44.47463,"VDR","VDR_15"
5.579156,44.47444,"VDR","VDR_16"
5.579981,44.47452,"VDR","VDR_17"
5.581075,44.47458,"VDR","VDR_18"
5.578434,44.47517,"VDR","VDR_19"
5.576602,44.4759,"VDR","VDR_20"
5.580463,44.47653,"VDR","VDR_22"
3.262221,45.06703,"VED","VED_01"
3.261974,45.06658,"VED","VED_02"
3.260445,45.06609,"VED","VED_03"
3.259232,45.06542,"VED","VED_04"
3.257323,45.06385,"VED","VED_05"
3.256695,45.0631,"VED","VED_06"
3.256473,45.06254,"VED","VED_07"
3.256737,45.06197,"VED","VED_08"
3.256719,45.06115,"VED","VED_09"
3.257214,45.06052,"VED","VED_10"
3.259366,45.06048,"VED","VED_11"
3.259822,45.06096,"VED","VED_12"
3.260889,45.06174,"VED","VED_13"
3.262178,45.06178,"VED","VED_14"
3.262515,45.06249,"VED","VED_15"
3.263377,45.06352,"VED","VED_16"
3.264118,45.06533,"VED","VED_17"
3.261165,45.06709,"VED","VED_18"
3.260249,45.06686,"VED","VED_19"
3.259276,45.06686,"VED","VED_20"
3.258497,45.06683,"VED","VED_21"
5.4557917633,44.9221858056,"VER","VER_01"
5.4553196945,44.9222638553,"VER","VER_02"
5.4548208036,44.9222030815,"VER","VER_03"
5.4549710073,44.922465168,"VER","VER_04"
5.454466752,44.9224727646,"VER","VER_05"
5.4535923519,44.9222372667,"VER","VER_06"
5.4471443214,44.9251695267,"VER","VER_07"
5.4469672956,44.9254202052,"VER","VER_08"
5.446613244,44.9256746807,"VER","VER_09"
5.4458675899,44.9255531403,"VER","VER_10"
5.4452989616,44.9257582396,"VER","VER_11"
5.4447786131,44.9259367513,"VER","VER_12"
5.4441992559,44.9260317041,"VER","VER_13"
5.4439363994,44.9261266568,"VER","VER_14"
5.4437915602,44.9261228587,"VER","VER_15"
5.4436306276,44.9262102151,"VER","VER_16"
5.4433248558,44.9258683852,"VER","VER_17"
5.4429386177,44.9254771774,"VER","VER_18"
5.4429493465,44.9257392489,"VER","VER_19"
5.4415653267,44.9253898199,"VER","VER_20"
5.4416618862,44.9256101124,"VER","VER_21"
5.4414258518,44.9262785808,"VER","VER_22"
8.5573238197,46.2349505058,"VRG","VRG_05"
8.5568069982,46.2351940261,"VRG","VRG_04"
8.556282537,46.2353813912,"VRG","VRG_03"
8.5556519305,46.2354505987,"VRG","VRG_02"
8.5550736779,46.235544026,"VRG","VRG_01"
8.5590574842,46.2336738252,"VRG","VRG_08"
8.5584439818,46.2337856124,"VRG","VRG_09"
8.5588169505,46.233955101,"VRG","VRG_07"
8.5565561082,46.2340247097,"VRG","VRG_10"
8.557962581,46.2343324201,"VRG","VRG_06"
7.8916,47.27906,"VWD","VWD_02"
7.890981,47.2793,"VWD","VWD_03"
7.889981,47.27905,"VWD","VWD_04"
7.889413,47.27991,"VWD","VWD_05"
7.888845,47.28026,"VWD","VWD_06"
7.887655,47.28009,"VWD","VWD_07"
7.886349,47.28001,"VWD","VWD_08"
7.88542,47.28002,"VWD","VWD_09"
7.886238,47.2793,"VWD","VWD_10"
7.886436,47.27893,"VWD","VWD_11"
7.8924831006,47.2789927028,"VWD","VWD_01"
14.27150833,41.872,"PCO","PCO_396"
14.27150833,41.872,"PCO","PCO_397"
14.27150833,41.872,"PCO","PCO_398"
14.27150833,41.872,"PCO","PCO_399"
14.27150833,41.872,"PCO","PCO_400"
14.27150833,41.872,"PCO","PCO_401"
14.27150833,41.872,"PCO","PCO_402"
14.27150833,41.872,"PCO","PCO_403"
14.27150833,41.872,"PCO","PCO_404"
14.27150833,41.872,"PCO","PCO_405"
14.27150833,41.872,"PCO","PCO_406"
14.27150833,41.872,"PCO","PCO_407"
14.27150833,41.872,"PCO","PCO_408"
14.27150833,41.872,"PCO","PCO_409"
14.27150833,41.872,"PCO","PCO_410"
14.27150833,41.872,"PCO","PCO_411"
14.27150833,41.872,"PCO","PCO_412"
14.27150833,41.872,"PCO","PCO_413"
14.27150833,41.872,"PCO","PCO_414"
14.27150833,41.872,"PCO","PCO_415"
14.27150833,41.872,"PCO","PCO_416"
14.27150833,41.872,"PCO","PCO_417"
14.27150833,41.872,"PCO","PCO_418"
14.27150833,41.872,"PCO","PCO_419"
10.8799763,45.7250162,"MAD","MAD_430"
10.8798611,45.7247616,"MAD","MAD_431"
10.8798335,45.7247278,"MAD","MAD_432"
10.879753,45.7248091,"MAD","MAD_433"
10.8795919,45.7249717,"MAD","MAD_434"
10.8795097,45.7253265,"MAD","MAD_435"
10.8793401,45.7252532,"MAD","MAD_436"
10.8791844,45.725356,"MAD","MAD_437"
10.8791217,45.7254737,"MAD","MAD_438"
10.8792811,45.7255155,"MAD","MAD_439"
10.8789919,45.7255506,"MAD","MAD_440"
10.8786859,45.7255181,"MAD","MAD_441"
10.8786673,45.7256199,"MAD","MAD_442"
10.8782926,45.7256677,"MAD","MAD_443"
10.8781278,45.7255359,"MAD","MAD_444"
10.8777702,45.7255104,"MAD","MAD_445"
10.8778653,45.7254107,"MAD","MAD_446"
10.8780478,45.7252956,"MAD","MAD_447"
10.8782719,45.7251993,"MAD","MAD_448"
10.8784118,45.7251129,"MAD","MAD_449"
10.8785516,45.7249711,"MAD","MAD_450"
10.8789335,45.7251131,"MAD","MAD_451"
10.8789112,45.7248167,"MAD","MAD_452"
10.8792949,45.7248408,"MAD","MAD_453"
15.9559,40.40567222,"LAZ","LAZ_641"
15.9559,40.40567222,"LAZ","LAZ_642"
15.9559,40.40567222,"LAZ","LAZ_643"
15.9559,40.40567222,"LAZ","LAZ_644"
15.9559,40.40567222,"LAZ","LAZ_645"
15.9559,40.40567222,"LAZ","LAZ_646"
15.9559,40.40567222,"LAZ","LAZ_647"
15.9559,40.40567222,"LAZ","LAZ_648"
15.9559,40.40567222,"LAZ","LAZ_649"
15.9559,40.40567222,"LAZ","LAZ_650"
15.9559,40.40567222,"LAZ","LAZ_651"
15.9559,40.40567222,"LAZ","LAZ_652"
15.9559,40.40567222,"LAZ","LAZ_653"
15.9559,40.40567222,"LAZ","LAZ_654"
15.9559,40.40567222,"LAZ","LAZ_655"
15.9559,40.40567222,"LAZ","LAZ_656"
15.9559,40.40567222,"LAZ","LAZ_657"
15.9559,40.40567222,"LAZ","LAZ_658"
15.9559,40.40567222,"LAZ","LAZ_659"
15.9559,40.40567222,"LAZ","LAZ_660"
15.9559,40.40567222,"LAZ","LAZ_661"
15.9559,40.40567222,"LAZ","LAZ_662"
15.9559,40.40567222,"LAZ","LAZ_663"
15.9559,40.40567222,"LAZ","LAZ_664"
11.64927778,42.82823056,"PIG","PIG_666"
11.64927778,42.82823056,"PIG","PIG_667"
11.64927778,42.82823056,"PIG","PIG_668"
11.64927778,42.82823056,"PIG","PIG_669"
11.64927778,42.82823056,"PIG","PIG_670"
11.64927778,42.82823056,"PIG","PIG_671"
11.64927778,42.82823056,"PIG","PIG_672"
11.64927778,42.82823056,"PIG","PIG_673"
11.64927778,42.82823056,"PIG","PIG_674"
11.64927778,42.82823056,"PIG","PIG_675"
11.4881723,46.1253928,"BAR","BAR_678"
11.4881841,46.1248486,"BAR","BAR_679"
11.4890626,46.1251795,"BAR","BAR_680"
11.4888633,46.1252275,"BAR","BAR_681"
11.4882256,46.1256946,"BAR","BAR_682"
11.4881162,46.1255354,"BAR","BAR_683"
11.4884279,46.1255621,"BAR","BAR_684"
11.4883174,46.1256397,"BAR","BAR_685"
11.4880192,46.1260788,"BAR","BAR_686"
11.488219,46.1262274,"BAR","BAR_687"
11.4873525,46.1247089,"BAR","BAR_688"
11.4878379,46.124395,"BAR","BAR_689"
11.4868486,46.1246756,"BAR","BAR_690"
11.4887448,46.1255411,"BAR","BAR_691"
11.4888298,46.1254584,"BAR","BAR_692"
11.4864654,46.1246269,"BAR","BAR_693"
11.4863762,46.1243694,"BAR","BAR_694"
11.4860863,46.1245872,"BAR","BAR_695"
11.4911484,46.1240699,"BAR","BAR_696"
11.4913969,46.1231507,"BAR","BAR_697"
11.4921754,46.1231946,"BAR","BAR_698"
11.4923512,46.1233683,"BAR","BAR_699"
11.4924141,46.1237362,"BAR","BAR_700"
11.64927778,42.82823056,"PIG","PIG_781"
11.64927778,42.82823056,"PIG","PIG_782"
11.64927778,42.82823056,"PIG","PIG_783"
11.64927778,42.82823056,"PIG","PIG_784"
11.64927778,42.82823056,"PIG","PIG_785"
11.64927778,42.82823056,"PIG","PIG_786"
11.64927778,42.82823056,"PIG","PIG_787"
11.64927778,42.82823056,"PIG","PIG_788"
11.64927778,42.82823056,"PIG","PIG_789"
11.64927778,42.82823056,"PIG","PIG_790"
11.64927778,42.82823056,"PIG","PIG_791"
11.64927778,42.82823056,"PIG","PIG_792"
11.64927778,42.82823056,"PIG","PIG_793"
11.64927778,42.82823056,"PIG","PIG_794"
8.3187340829,47.2304024651,"BEI","BEI_F1"
8.3187340829,47.2304024651,"BEI","BEI_F10"
8.3187340829,47.2304024651,"BEI","BEI_F2"
8.3187340829,47.2304024651,"BEI","BEI_F3"
8.3187340829,47.2304024651,"BEI","BEI_F4"
8.3187340829,47.2304024651,"BEI","BEI_F5"
8.3187340829,47.2304024651,"BEI","BEI_F6"
8.3187340829,47.2304024651,"BEI","BEI_F7"
8.3187340829,47.2304024651,"BEI","BEI_F8"
8.3187340829,47.2304024651,"BEI","BEI_F9"
9.55072735376667,46.3241851187,"BON","BON_F1"
9.55072735376667,46.3241851187,"BON","BON_F10"
9.55072735376667,46.3241851187,"BON","BON_F2"
9.55072735376667,46.3241851187,"BON","BON_F3"
9.55072735376667,46.3241851187,"BON","BON_F4"
9.55072735376667,46.3241851187,"BON","BON_F5"
9.55072735376667,46.3241851187,"BON","BON_F6"
9.55072735376667,46.3241851187,"BON","BON_F7"
9.55072735376667,46.3241851187,"BON","BON_F8"
9.55072735376667,46.3241851187,"BON","BON_F9"
6.17399271513333,46.5957581856,"BRS","BRS_F1"
6.17399271513333,46.5957581856,"BRS","BRS_F10"
6.17399271513333,46.5957581856,"BRS","BRS_F2"
6.17399271513333,46.5957581856,"BRS","BRS_F3"
6.17399271513333,46.5957581856,"BRS","BRS_F4"
6.17399271513333,46.5957581856,"BRS","BRS_F5"
6.17399271513333,46.5957581856,"BRS","BRS_F6"
6.17399271513333,46.5957581856,"BRS","BRS_F7"
6.17399271513333,46.5957581856,"BRS","BRS_F8"
6.17399271513333,46.5957581856,"BRS","BRS_F9"
7.05411008883333,47.1615187565667,"COR","COR_F1"
7.05411008883333,47.1615187565667,"COR","COR_F2"
7.05411008883333,47.1615187565667,"COR","COR_F3"
7.05411008883333,47.1615187565667,"COR","COR_F4"
7.05411008883333,47.1615187565667,"COR","COR_F5"
7.05411008883333,47.1615187565667,"COR","COR_F6"
7.05411008883333,47.1615187565667,"COR","COR_F7"
7.05411008883333,47.1615187565667,"COR","COR_F8"
7.05411008883333,47.1615187565667,"COR","COR_F9"
9.11516436423333,47.3349386813333,"GRB","GRB_F1"
9.11516436423333,47.3349386813333,"GRB","GRB_F10"
9.11516436423333,47.3349386813333,"GRB","GRB_F2"
9.11516436423333,47.3349386813333,"GRB","GRB_F3"
9.11516436423333,47.3349386813333,"GRB","GRB_F4"
9.11516436423333,47.3349386813333,"GRB","GRB_F5"
9.11516436423333,47.3349386813333,"GRB","GRB_F6"
9.11516436423333,47.3349386813333,"GRB","GRB_F7"
9.11516436423333,47.3349386813333,"GRB","GRB_F8"
9.11516436423333,47.3349386813333,"GRB","GRB_F9"
7.0917775332,46.2999941338,"GRY","GRY_F1"
7.0917775332,46.2999941338,"GRY","GRY_F2"
7.0917775332,46.2999941338,"GRY","GRY_F4"
7.0917775332,46.2999941338,"GRY","GRY_F5"
7.0917775332,46.2999941338,"GRY","GRY_F6"
7.0917775332,46.2999941338,"GRY","GRY_F7"
7.0917775332,46.2999941338,"GRY","GRY_F8"
7.0917775332,46.2999941338,"GRY","GRY_F9"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F1"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F10"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F2"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F3"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F4"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F5"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F6"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F7"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F8"
9.70195501856667,46.9214775657667,"JEZ","JEZ_F9"
7.9509619211,46.6340726031333,"LUT","LUT_F1"
7.9509619211,46.6340726031333,"LUT","LUT_F10"
7.9509619211,46.6340726031333,"LUT","LUT_F11"
7.9509619211,46.6340726031333,"LUT","LUT_F2"
7.9509619211,46.6340726031333,"LUT","LUT_F3"
7.9509619211,46.6340726031333,"LUT","LUT_F4"
7.9509619211,46.6340726031333,"LUT","LUT_F5"
7.9509619211,46.6340726031333,"LUT","LUT_F7"
7.9509619211,46.6340726031333,"LUT","LUT_F8"
7.9509619211,46.6340726031333,"LUT","LUT_F9"
7.10065673536667,46.0958105004,"MGY","MGY_F1"
7.10065673536667,46.0958105004,"MGY","MGY_F2"
7.10065673536667,46.0958105004,"MGY","MGY_F3"
7.10065673536667,46.0958105004,"MGY","MGY_F4"
7.10065673536667,46.0958105004,"MGY","MGY_F5"
7.10065673536667,46.0958105004,"MGY","MGY_F6"
7.10065673536667,46.0958105004,"MGY","MGY_F7"
7.10065673536667,46.0958105004,"MGY","MGY_F8"
7.10065673536667,46.0958105004,"MGY","MGY_F9"
8.70274973023333,46.9918453828667,"MUO","MUO_F1"
8.70274973023333,46.9918453828667,"MUO","MUO_F2"
8.70274973023333,46.9918453828667,"MUO","MUO_F3"
8.70274973023333,46.9918453828667,"MUO","MUO_F4"
8.70274973023333,46.9918453828667,"MUO","MUO_F5"
8.70274973023333,46.9918453828667,"MUO","MUO_F6"
8.70274973023333,46.9918453828667,"MUO","MUO_F7"
8.70274973023333,46.9918453828667,"MUO","MUO_F8"
8.70274973023333,46.9918453828667,"MUO","MUO_F9"
8.99653626763333,47.0911323236,"NFS","NFS_F1"
8.99653626763333,47.0911323236,"NFS","NFS_F11"
8.99653626763333,47.0911323236,"NFS","NFS_F12"
8.99653626763333,47.0911323236,"NFS","NFS_F13"
8.99653626763333,47.0911323236,"NFS","NFS_F2"
8.99653626763333,47.0911323236,"NFS","NFS_F5"
8.99653626763333,47.0911323236,"NFS","NFS_F6"
8.99653626763333,47.0911323236,"NFS","NFS_F7"
8.99653626763333,47.0911323236,"NFS","NFS_F8"
8.99653626763333,47.0911323236,"NFS","NFS_F9"
10.0819028488333,46.2698069972,"POS","POS_F1"
10.0819028488333,46.2698069972,"POS","POS_F10"
10.0819028488333,46.2698069972,"POS","POS_F2"
10.0819028488333,46.2698069972,"POS","POS_F3"
10.0819028488333,46.2698069972,"POS","POS_F4"
10.0819028488333,46.2698069972,"POS","POS_F5"
10.0819028488333,46.2698069972,"POS","POS_F6"
10.0819028488333,46.2698069972,"POS","POS_F7"
10.0819028488333,46.2698069972,"POS","POS_F8"
10.0819028488333,46.2698069972,"POS","POS_F9"
8.7496395878,46.4789432258,"PRA","PRA_F1"
8.7496395878,46.4789432258,"PRA","PRA_F10"
8.7496395878,46.4789432258,"PRA","PRA_F11"
8.7496395878,46.4789432258,"PRA","PRA_F12"
8.7496395878,46.4789432258,"PRA","PRA_F4"
8.7496395878,46.4789432258,"PRA","PRA_F5"
8.7496395878,46.4789432258,"PRA","PRA_F6"
8.7496395878,46.4789432258,"PRA","PRA_F7"
8.7496395878,46.4789432258,"PRA","PRA_F8"
8.7496395878,46.4789432258,"PRA","PRA_F9"
7.7607065768,46.8906308318333,"SIG","SIG_F1"
7.7607065768,46.8906308318333,"SIG","SIG_F10"
7.7607065768,46.8906308318333,"SIG","SIG_F2"
7.7607065768,46.8906308318333,"SIG","SIG_F3"
7.7607065768,46.8906308318333,"SIG","SIG_F4"
7.7607065768,46.8906308318333,"SIG","SIG_F5"
7.7607065768,46.8906308318333,"SIG","SIG_F6"
7.7607065768,46.8906308318333,"SIG","SIG_F7"
7.7607065768,46.8906308318333,"SIG","SIG_F8"
7.7607065768,46.8906308318333,"SIG","SIG_F9"
7.56166304366667,46.2799468813667,"SIR","SIR_F1"
7.56166304366667,46.2799468813667,"SIR","SIR_F10"
7.56166304366667,46.2799468813667,"SIR","SIR_F2"
7.56166304366667,46.2799468813667,"SIR","SIR_F3"
7.56166304366667,46.2799468813667,"SIR","SIR_F4"
7.56166304366667,46.2799468813667,"SIR","SIR_F5"
7.56166304366667,46.2799468813667,"SIR","SIR_F6"
7.56166304366667,46.2799468813667,"SIR","SIR_F7"
7.56166304366667,46.2799468813667,"SIR","SIR_F8"
7.56166304366667,46.2799468813667,"SIR","SIR_F9"
10.4806405645333,46.9381138925667,"TSC","TSC_F1"
10.4806405645333,46.9381138925667,"TSC","TSC_F10"
10.4806405645333,46.9381138925667,"TSC","TSC_F2"
10.4806405645333,46.9381138925667,"TSC","TSC_F3"
10.4806405645333,46.9381138925667,"TSC","TSC_F4"
10.4806405645333,46.9381138925667,"TSC","TSC_F5"
10.4806405645333,46.9381138925667,"TSC","TSC_F6"
10.4806405645333,46.9381138925667,"TSC","TSC_F7"
10.4806405645333,46.9381138925667,"TSC","TSC_F8"
10.4806405645333,46.9381138925667,"TSC","TSC_F9"
7.0019784548,46.6398248341667,"VAZ","VAZ_F1"
7.0019784548,46.6398248341667,"VAZ","VAZ_F10"
7.0019784548,46.6398248341667,"VAZ","VAZ_F12"
7.0019784548,46.6398248341667,"VAZ","VAZ_F2"
7.0019784548,46.6398248341667,"VAZ","VAZ_F3"
7.0019784548,46.6398248341667,"VAZ","VAZ_F4"
7.0019784548,46.6398248341667,"VAZ","VAZ_F5"
7.0019784548,46.6398248341667,"VAZ","VAZ_F7"
7.0019784548,46.6398248341667,"VAZ","VAZ_F8"
7.0019784548,46.6398248341667,"VAZ","VAZ_F9"
8.53139143916667,46.2374745846,"VRG","VRG_F1"
8.53139143916667,46.2374745846,"VRG","VRG_F10"
8.53139143916667,46.2374745846,"VRG","VRG_F11"
8.53139143916667,46.2374745846,"VRG","VRG_F2"
8.53139143916667,46.2374745846,"VRG","VRG_F4"
8.53139143916667,46.2374745846,"VRG","VRG_F5"
8.53139143916667,46.2374745846,"VRG","VRG_F6"
8.53139143916667,46.2374745846,"VRG","VRG_F7"
8.53139143916667,46.2374745846,"VRG","VRG_F8"
8.53139143916667,46.2374745846,"VRG","VRG_F9"
7.8841008952,47.2739803472,"VWD","VWD_F1"
7.8841008952,47.2739803472,"VWD","VWD_F2"
7.8841008952,47.2739803472,"VWD","VWD_F3"
7.8841008952,47.2739803472,"VWD","VWD_F4"
7.8841008952,47.2739803472,"VWD","VWD_F5"
7.8841008952,47.2739803472,"VWD","VWD_F6"
7.8841008952,47.2739803472,"VWD","VWD_F7"
7.8841008952,47.2739803472,"VWD","VWD_F8"
7.8841008952,47.2739803472,"VWD","VWD_F9"
7.0776386846,46.2903333586,"GRY","GRY_11"
7.0776386846,46.2903333586,"GRY","GRY_12"
6.4620757975,44.0243579772,"ISS","ISS_5T10"
6.4620757975,44.0243579772,"ISS","ISS_5T2B"
6.4620757975,44.0243579772,"ISS","ISS_5T9B"
5.820464,44.11707,"LUR","LUR_121"
5.820464,44.11707,"LUR","LUR_122"
5.820464,44.11707,"LUR","LUR_123"
5.820464,44.11707,"LUR","LUR_124"
5.820464,44.11707,"LUR","LUR_134"
5.820464,44.11707,"LUR","LUR_138"
5.820464,44.11707,"LUR","LUR_155"
6.40902,44.0505,"TAR","TAR_19"
